keypoints/0,keypoints/1,keypoints/3,keypoints/4,keypoints/6,keypoints/7,keypoints/9,keypoints/10,keypoints/12,keypoints/13,keypoints/15,keypoints/16,keypoints/18,keypoints/19,keypoints/21,keypoints/22,keypoints/24,keypoints/25,keypoints/27,keypoints/28,keypoints/30,keypoints/31,keypoints/33,keypoints/34,keypoints/36,keypoints/37,keypoints/39,keypoints/40,keypoints/42,keypoints/43,keypoints/45,keypoints/46,keypoints/48,keypoints/49,predict
526.2888793945312,345.4819641113281,539.5889282226562,325.53179931640625,532.9389038085938,338.8319091796875,539.5889282226562,298.9315795898437,532.9389038085938,338.8319091796875,479.7384948730469,219.13096618652344,479.7384948730469,345.4819641113281,406.5879211425781,192.5307464599609,426.5380554199219,372.0821838378906,340.0873718261719,185.8806915283203,413.2379455566406,338.8319091796875,346.7374267578125,245.73117065429688,346.7374267578125,325.53179931640625,227.0364990234375,272.3313903808594,253.6367034912109,358.7820739746094,120.63565063476562,298.9315795898437,180.4861297607422,392.0323181152344,1
530.3947143554688,342.1743469238281,536.9415893554688,250.5182647705078,536.9415893554688,335.62750244140625,523.8478393554688,237.42453002929688,536.9415893554688,329.08062744140625,471.4729614257813,211.2370758056641,478.0198364257813,342.1743469238281,406.00433349609375,191.59649658203125,432.1917724609375,361.81494140625,340.5356750488281,178.5027618408203,406.00433349609375,335.62750244140625,340.5356750488281,250.5182647705078,347.0825500488281,329.08062744140625,229.239013671875,276.7057189941406,248.8795928955078,368.36181640625,124.48918914794922,309.4400329589844,124.48918914794922,348.7212219238281,1
530.126708984375,342.2308349609375,536.5817260742188,245.40548706054688,536.5817260742188,329.32080078125,523.6716918945312,238.95046997070312,536.5817260742188,316.4107666015625,472.0314636230469,206.67535400390625,478.4865112304688,342.2308349609375,394.5711975097656,200.2203369140625,439.75634765625,368.0509338378906,342.9309997558594,187.31028747558597,497.8515625,342.2308349609375,342.9309997558594,264.77056884765625,349.38604736328125,329.32080078125,233.19561767578125,284.1356201171875,246.10565185546875,355.1408996582031,117.00518798828124,284.1356201171875,123.46021270751952,374.5059509277344,1
522.9774780273438,243.25851440429688,529.3936767578125,249.67474365234372,529.3936767578125,230.42605590820312,522.9774780273438,243.25851440429688,535.8099365234375,307.4208374023437,471.6476135253906,211.1773681640625,478.0638427734375,345.918212890625,388.2366333007813,198.34490966796875,439.56646728515625,365.1669006347656,343.3230285644531,185.512451171875,510.14501953125,320.2532958984375,343.3230285644531,262.5072021484375,343.3230285644531,333.08575439453125,227.83087158203125,268.9234313964844,247.07955932617188,345.918212890625,125.17118072509766,339.5019836425781,131.58740234375,358.75067138671875,1
522.7667236328125,240.0858459472656,535.5538940429688,246.4794158935547,529.1602783203125,233.6922607421875,522.7667236328125,246.4794158935547,535.5538940429688,310.41522216796875,478.01165771484375,220.90509033203125,478.01165771484375,348.7767333984375,388.5014953613281,208.1179351806641,433.256591796875,361.5638732910156,343.7464294433594,188.93719482421875,509.97955322265625,316.8088073730469,343.7464294433594,272.0537414550781,350.1400146484375,335.98956298828125,228.66197204589844,272.0537414550781,247.84271240234372,355.1703186035156,119.9710922241211,291.2344970703125,126.36466979980467,380.74462890625,1
522.351318359375,241.6366424560547,535.0889282226562,248.0054473876953,535.0889282226562,235.2678375244141,528.7200927734375,254.37423706054688,535.0889282226562,318.0622253417969,490.50732421875,267.1118469238281,484.1385192871094,356.2750244140625,407.7129211425781,228.8990478515625,439.5569152832031,369.01263427734375,344.0249328613281,184.31744384765625,509.61370849609375,318.0622253417969,344.0249328613281,279.84942626953125,350.39373779296875,337.16864013671875,223.01776123046875,273.48065185546875,261.2305603027344,356.2750244140625,121.1169662475586,292.5870361328125,133.8545684814453,381.7502136230469,1
523.693359375,242.53131103515625,536.1700439453125,248.76963806152344,536.1700439453125,236.29296875,529.9317016601562,267.4846496582031,536.1700439453125,323.629638671875,486.2633666992188,255.00796508789065,486.2633666992188,354.8213195800781,392.6883850097656,211.33963012695312,442.5950317382813,386.0129699707031,342.7817077636719,186.3863067626953,492.501708984375,361.05963134765625,349.0200500488281,273.72296142578125,342.7817077636719,342.3446350097656,230.49169921875,267.4846496582031,249.20669555664065,348.5829772949219,124.44003295898438,286.1996459960937,155.63169860839844,386.0129699707031,1
528.3422241210938,379.90380859375,540.4880981445312,373.8309020996094,540.4880981445312,373.8309020996094,534.4151611328125,355.61212158203125,534.4151611328125,367.7579650878906,497.97760009765625,300.9557800292969,479.75885009765625,373.8309020996094,419.0295715332031,288.8099365234375,419.0295715332031,398.1226196289063,352.22735595703125,288.8099365234375,364.3732299804688,319.174560546875,346.1544494628906,313.10162353515625,352.22735595703125,361.68505859375,236.84176635742188,300.9557800292969,242.9146881103516,343.4662475585937,127.5290756225586,307.0286865234375,133.6020050048828,373.8309020996094,1
522.3517456054688,376.0494384765625,539.5172729492188,370.32757568359375,539.5172729492188,381.7712707519531,533.7954711914062,358.8838806152344,528.0736083984375,387.4931335449219,493.7425231933594,341.7183532714844,482.298828125,393.2149658203125,442.2459106445313,313.109130859375,407.9148254394531,393.2149658203125,339.252685546875,313.109130859375,356.418212890625,324.5528259277344,339.252685546875,335.9964904785156,333.53082275390625,370.32757568359375,230.53759765625,307.38726806640625,241.98129272460935,364.6057434082031,150.43174743652344,347.440185546875,156.15359497070312,404.6586608886719,1
414.4769287109375,365.7310180664063,422.19622802734375,369.5906677246094,426.0558776855469,365.7310180664063,399.038330078125,392.7485961914063,449.21380615234375,396.6082458496094,356.5821228027344,442.924072265625,445.3541564941406,423.6257934570313,298.6873474121094,385.0292663574219,391.3190002441406,396.6082458496094,333.4242248535156,327.1344909667969,383.5997009277344,330.994140625,321.84527587890625,458.3626708984375,352.72247314453125,419.7661437988281,279.3890686035156,365.7310180664063,287.1083984375,369.5906677246094,213.7749786376953,439.0644226074219,213.7749786376953,439.0644226074219,1
